5359597	11062-77-4	O2-	31.998	[O][O-]	InChI=1S/HO2/c1-2/h1H/p-1	OUUQCZGPVNCOIJ-UHFFFAOYSA-M	Superoxide (8CI,9CI)	Diat. oxygen ion(1-)	Diatomic oxygen anion(1-)	Diatomic oxygen ion(1-)	Dioxygen anion radical	Dioxygen ion(1-)	Dioxygenradical anion	Dioxygen(1-)	Hyperoxide	Molecular oxygen anion radical(1-)	Molecular oxygen(1-)	Oxide ion (O21-)	Oxygen (O21-)	Oxygen (O21-) ion	Oxygen anion (O2-)	Oxygen anion radical	Oxygen anion radical (O2-)	Oxygen anion(1-)	Oxygen diatomic(1-)	Oxygen dimer(1-)	Oxygen ion (O2-)	Oxygen ion(1-)	Oxygen mol. ion(1-)	Oxygen molecular ion(1-)	Oxygen molecule ion (O2-)	Oxygen molecule(1-)	Oxygen, ion (O21-)	Superoxide (O21-)	Superoxide O2-	Superoxide anion	Superoxide anion radical	Superoxide ion	Superoxide ion (O2-)	Superoxide ion radical (O2-)	Superoxide radical anion	Superoxide(1-)Radical Ion	Superoxide	dioxidanidyl	superoxide radical	Hyperoxid	dioxide(1-)	superoxide radical anion	O2.-	O2-	superoxyde	peroxide radical	HYPEROXIDE	dioxide(.1-)	CHEBI:18421	HMDB02168	O2(-)	C00704	O2(.-)	(O2)(.-)	12185-08-9	15723-03-2	71732-58-6	74902-80-0	80816-55-3	1227204-94-5	superoxide	O2-1	O2(-1)	O2(1-)
-1	113152-92-4	BiO4-3	272.976	[Bi-3].[O].[O].[O].[O]	InChI=1S/Bi.4O/q-3;;;;	ACHPIZXJPARXSE-UHFFFAOYSA-N	Bismuthate (BiO43-), (T-4)- (9CI)	bismuthate (BiO4 3-)	BiO4---	BiO4-3	BiO4(-3)	BiO4(3-)	BiO4(---)
-1	117412-24-5	BeO2-2	41.01	[Be-2].[O].[O]	InChI=1S/Be.2O/q-2;;	QJSBOZYANURZAH-UHFFFAOYSA-N	Beryllate (BeO22-) (9CI)	BeO2--	BeO2-2	BeO2(-2)	BeO2(2-)	BeO2(--)
-1	119046-04-7	O5Ti-	127.862	[O-].[O-].[O-].[O-].[O-].[Ti+4]	InChI=1S/5O.Ti/q5*-1;+4	FAWDJKKZXGBMOA-UHFFFAOYSA-N	Titanate (Ti(OH)51-)	Ti(OH)5-	Ti(OH)5-1	Ti(OH)5(-1)	Ti(OH)5(1-)	Ti(OH)5(-)
166653	12184-88-2	H-	1.008	[H-]	InChI=1S/H/q-1	KLGZELKXQMTEMM-UHFFFAOYSA-N	hydride	Hydride	Hydride anion	Hydride ion	Hydride ion (H1-)	Hydride(1-)	Hydrogen atom ion(1-)	Hydrogen ion(1-)	Hydrogen, ion (H1-)	hydrogen anion	AC1L4YHB	DTXSID6075306	CHEBI:29239	KLGZELKXQMTEMM-UHFFFAOYSA-N	H(-)	IN008171	H-	H-1	H(-1)	H(1-)
-1	12258-16-1	AgO2-	139.866	[Ag+].[O-].[O-]	InChI=1S/Ag.2O/q+1;2*-1	NGEGMIMMDGAPJO-UHFFFAOYSA-N	Argentate (Ag(OH)21-) (9CI)	Argentate ([Ag(OH)2]1-) (8CI)	Dihydroxyargentate(1-)	Ag(OH)2-	Ag(OH)2-1	Ag(OH)2(-1)	Ag(OH)2(1-)	Ag(OH)2(-)
5460599	12597-05-6	S3-2	96.201	[S-]S[S-]	InChI=1S/H2S3/c1-3-2/h1-2H/p-2	KBMBVTRWEAAZEY-UHFFFAOYSA-L	Sulfide (S32-) (9CI)	Trisulfide	trisulfide(2-)	Permlastic	Sulfide ((Sx)2-)	trisulfanediide	CHEBI:29398	[SSS](2-)	9080-49-3	IN003268	[S3](2-)	60789-09-5	sulfide (S3 2-)	S3--	S3-2	S3(-2)	S3(2-)	S3(--)
-1	12758-12-2	H2AlO-	44.997	[Al-].[H].[H].[O]	InChI=1S/Al.O.4H/q-1;;;;;	IDORUPYRDFMNCB-UHFFFAOYSA-N	Aluminate (AlO1-) (9CI)	Aluminate(1-), oxo-	Aluminum oxide (AlO1-)	Aluminum oxide ion (AlO1-)	AlO-	AlO-1	AlO(-1)	AlO(1-)	AlO(-)
6102284	13408-62-3	C6FeN6-3	211.953	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+3]	InChI=1S/6CN.Fe/c6*1-2;/q6*-1;+3	YAGKRVSRTSUGEY-UHFFFAOYSA-N	iron(3+);hexacyanide	Ferrate(3-), hexakis(cyano-κC)-, (OC-6-11)- (9CI)	Ferrate(3-), hexacyano- (8CI)	Ferrate(3-), hexakis(cyano-C)-, (OC-6-11)-	Ferricyanate	Ferricyanide	Ferricyanide ion	Ferricyanide(3-)	Ferrihexacyanide	Hexacyanoferrate(3-)	Hexacyanoferrate(III)	Iron cyanide (Fe(CN)63-)	Iron cyanide ion(Fe(CN)63-)	iron(3+) hexacyanide	AC1O0UIA	AC1L96W2	YAGKRVSRTSUGEY-UHFFFAOYSA-N	37-29-6	1184-79-8	1092840-87-3	ferrate (3-), hexakis(cyano-C)	Fe(CN)6---	Fe(CN)6-3	Fe(CN)6(-3)	Fe(CN)6(3-)	Fe(CN)6(---)	C6FeN6---	C6FeN6-3	C6FeN6(-3)	C6FeN6(3-)	C6FeN6(---)
25959	13408-63-4	C6FeN6-4	211.953	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2]	InChI=1S/6CN.Fe/c6*1-2;/q6*-1;+2	UETZVSHORCDDTH-UHFFFAOYSA-N	iron(2+);hexacyanide	Ferrate(4-), hexakis(cyano-κC)-, (OC-6-11)- (9CI)	Ferrate(4-), hexacyano- (8CI)	Ferrate(4-), hexakis(cyano-C)-, (OC-6-11)-	Ferrocyanate	Ferrocyanide	Hexacyanoferrate(4-)	Hexacyanoferrate(4-) ion	Hexacyanoferrate(II)	Hexacyanoiron(II)	Iron cyanide (Fe(CN)64-)	Iron cyanide (Fe(CN)64-) ion	UNII-FLX0VIC39Y	FLX0VIC39Y	AC1L1A4C	DTXSID0065436	UETZVSHORCDDTH-UHFFFAOYSA-N	(OC-6-11)-Hexakis(cyano-C)ferrate(4-)	Ferrate(4-), hexakis(cyano-kappaC)-, (OC-6-11)-	55318-23-5	55448-40-3	60927-30-2	ferrate (2-), hexakis(cyano-C)	Fe(CN)6----	Fe(CN)6-4	Fe(CN)6(-4)	Fe(CN)6(4-)	Fe(CN)6(----)	C6FeN6----	C6FeN6-4	C6FeN6(-4)	C6FeN6(4-)	C6FeN6(----)
24461	13907-45-4	CrO4-2	115.992	[Cr].[O-].[O-].[O].[O]	InChI=1S/Cr.4O/q;;;2*-1	ZCDOYSPFYFSLEW-UHFFFAOYSA-N	dioxido(dioxo)chromium	Chromate (CrO42-)	Chromate (CrO42-) ion	Chromate anion (CrO42-)	Chromate(2-)	Chromate(IV) ion	Chromic acid (H2CrO4), ion(2-)	CHROMATE	Chromate(VI)	Chromate ions	chromate(2-)	UNII-9S2Y101D6M	CCRIS 6173	11104-59-9	dioxido(dioxo)chromium	dioxido-dioxochromium	tetraoxochromate(VI)	tetraoxochromate(2-)	tetraoxidochromate(VI)	tetraoxidochromate(2-)	AC1Q1WCD	Chromate, wood preservative	AC1L2NG8	DIOXIDO-DIOXO-CHROMIUM	CrO4(2-)	DTXSID7065675	CHEBI:35404	CTK0H5665	ZCDOYSPFYFSLEW-UHFFFAOYSA-N	9S2Y101D6M	[CrO4](2-)	NCGC00161828-01	IN005606	IN006349	LS-188439	12381-48-5	76055-69-1	795254-94-3	chromate (CrO4 2-)	CrO4--	CrO4-2	CrO4(-2)	CrO4(--)
24503	13907-47-6	Cr2O7-2	215.985	[Cr].[Cr].[O-].[O-].[O].[O].[O].[O].[O]	InChI=1S/2Cr.7O/q;;;;;;;2*-1	SOCTUWSJJQCPFX-UHFFFAOYSA-N	oxido-(oxido(dioxo)chromio)oxy-dioxochromium	Chromate (Cr2O72-) (8CI,9CI)	Bichromate	Chromic acid (H2Cr2O7), ion(2-)	Dichromate	Dichromate (Cr2O72-)	Dichromate ion	Dichromate ion (Cr2O72-)	Dichromate ion(2-)	Dichromate(2-)	UNII-9LKY4BFN2V	Chromate (Cr2O7 2-)	Dichromat	AC1L2NHB	9LKY4BFN2V	Chromate (Cr2O7(2-))	mu-oxo-hexaoxodichromate(VI)	mu-oxo-hexaoxodichromate(2-)	DTXSID5074004	CHEBI:33141	SOCTUWSJJQCPFX-UHFFFAOYSA-N	Cr2O7(2-)	mu-oxido-bis(trioxidochromate)(2-)	[Cr2O7](2-)	NCGC00090755-03	NCGC00090755-04	NCGC00090755-05	IN010567	oxido-(oxido(dioxo)chromio)oxy-dioxochromium	12268-14-3	76055-71-5	104724-24-5	112667-97-7	126395-13-9	155023-16-8	155023-17-9	chromate (Cr2O7 2-)	Cr2O7--	Cr2O7-2	Cr2O7(-2)	Cr2O7(--)
119233	13965-91-8	Cl4Pt-2	336.89	[Cl-].[Cl-].[Cl-].[Cl-].[Pt+2]	InChI=1S/4ClH.Pt/h4*1H;/q;;;;+2/p-4	SVZRVTAEYVVVPM-UHFFFAOYSA-J	platinum(2+);tetrachloride	Platinate(2-), tetrachloro-, (SP-4-1)- (9CI)	Platinate(2-), tetrachloro- (8CI)	Chloroplatinite	Tetrachloroplatinate(2-)	Tetrachloroplatinate(II)	Tetrachloroplatinate(PtCl42-)	Tetrachloroplatinate	Platinate(2-), tetrachloro-, (SP-4-1)-	AC1L3OFW	platinum(2+) tetrachloride	13820-41-2 (di-ammonium salt)	13820-56-9 (di-rubidium salt)	10025-99-7 (di-potassium salt)	13820-46-7 (tetra-ammonium salt)	10026-00-3 (di-hydrochloride salt)	LS-117483	172542-66-4	platinate (2-), tetrachloro-	PtCl4--	PtCl4-2	PtCl4(-2)	PtCl4(2-)	PtCl4(--)	Cl4Pt--	Cl4Pt-2	Cl4Pt(-2)	Cl4Pt(2-)	Cl4Pt(--)
-1	13981-20-9	O3V-	98.939	[O].[O].[O].[V-]	InChI=1S/3O.V/q;;;-1	YTVPPYMZCLYRBX-UHFFFAOYSA-N	Vanadate (VO31-) (8CI,9CI)	Metavanadate	Metavanadate(1-)	Trioxovanadate(1-)	Vanadate (VO3-)	Vanadate (VO3-) ion	16389-35-8	860440-30-8	1208105-31-0	vanadate (VO3 1-)	VO3-	VO3-1	VO3(-1)	VO3(1-)	VO3(-)	O3V-	O3V-1	O3V(-1)	O3V(1-)	O3V(-)
644102	14000-31-8	O7P2-4	173.941	O=P([O-])([O-])OP(=O)([O-])[O-]	InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)/p-4	XPPKVPWEQAFLFU-UHFFFAOYSA-J	phosphonato phosphate	Diphosphate	Pyrophosphate (8CI)	Diphosphate (P2O74-)	Diphosphate(4-)	Diphosphoric acid, ion(4-)	Phosphate (P2O74-)	Pyrometaphosphate	Pyrophosphate (P2O74-)	Pyrophosphate tetraanion	Pyrophosphate(4-)	Pyrophosphate(4-) ion	diphosphate	Pyrophosphate ion	UNII-X3SSV2V6L3	Diphosphat	Pyrophosphat	Pyrophosphic acid	phosphonato phosphate	2o1c	sodium pyrophosphate(V)	(P2O74-)Diphosphate	mu-oxo-hexaoxodiphosphate	AC1LD8JZ	Diphosphoric acid tetraanion	(4-)Diphosphoric acid ion	X3SSV2V6L3	diphosphoric acid, ion(4-)	DTXSID4074514	CHEBI:18361	CTK0H7511	HMDB00250	3c14	XPPKVPWEQAFLFU-UHFFFAOYSA-J	[O3POPO3](4-)	BDBM50278316	mu-oxido-bis(trioxidophosphate)(4-)	DB04160	IN010743	P2O7(4-)	DF048DC2-F386-4F01-8876-FD4CD8DE4A9F	P2O7----	P2O7-4	P2O7(-4)	P2O7(----)	O7P2----	O7P2-4	O7P2(-4)	O7P2(4-)	O7P2(----)
57424078	14066-19-4	HO4P-2	95.978	O=P([O-])([O-])O	InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-2	NBIIXXVUZAFLBC-UHFFFAOYSA-L	hydron;phosphate	Phosphate, hydrogen (8CI,9CI)	Biphosphate	Hydrogen orthophosphate	Hydrogen phosphate	Hydrogen phosphate (HPO42-)	Hydrogen phosphate anion (HPO42-)	Hydrogen phosphate dianion	Hydrogen phosphate ion (HPO42-)	Hydrogen phosphate ion(2-)	Hydrogen phosphate(2-)	Monohydrogen phosphate	Monohydrogen phosphate (HPO42-)	Phosphate (HPO42-)	Phosphate (PO4H2-)	Phosphate dianion	Phosphate dianion (HPO42-)	Phosphate ion(HPO42-)	Phosphate ion(2-)	Phosphate(2-)	Phosphoric acid ion(2-)	15410-01-2	phosphate (PO4 3-), hydrogen	HPO4--	HPO4-2	HPO4(-2)	HPO4(2-)	HPO4(--)	HO4P--	HO4P-2	HO4P(-2)	HO4P(2-)	HO4P(--)